CIDADES;jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
SAO MIGUEL DAS MISSOES;0;0;0;0;0;0;0;0;0;0;0;0
SAO NICOLAU;0;0;0;0;0;0;1;0;1;0;0;0
SAO PAULO DAS MISSOES;0;1;0;0;0;0;0;0;0;0;0;0
SAO PEDRO DA SERRA;0;0;0;0;0;0;0;0;0;0;0;0
SAO PEDRO DAS MISSOES;0;0;0;0;0;0;0;0;0;0;0;0
SAO PEDRO DO BUTIA;0;0;0;0;0;0;0;0;0;0;0;0
SAO PEDRO DO SUL;0;0;0;0;0;0;0;0;0;0;0;0
SAO SEBASTIAO DO CAI;0;0;0;0;0;2;2;1;1;0;1;2
SAO SEPE;2;0;0;0;0;0;0;0;0;0;0;0
SAO VALENTIM;0;0;0;0;0;0;0;0;0;0;0;0
SAO VALENTIM DO SUL;0;0;0;0;0;0;0;0;0;0;0;0
SAO VALERIO DO SUL;0;0;0;0;0;0;0;0;0;0;0;0
SAO VENDELINO;0;0;0;0;0;0;0;0;0;0;0;0
SAO VICENTE DO SUL;0;0;0;0;0;0;1;0;0;0;0;0
SAPIRANGA;0;1;0;0;0;1;3;0;0;2;2;0
SAPUCAIA DO SUL;1;3;0;1;1;2;5;2;5;0;1;0
SARANDI;1;0;0;0;0;0;0;0;1;0;1;1
SEBERI;0;0;0;0;0;0;0;0;2;1;0;0
SEDE NOVA;0;0;0;1;0;0;0;0;0;0;0;0
SEGREDO;0;0;0;0;0;0;0;0;0;0;0;0
SELBACH;0;0;0;0;0;0;0;0;0;0;0;0
SENADOR SALGADO FILHO;0;0;0;0;0;0;0;0;0;0;0;0
SENTINELA DO SUL;0;0;0;0;0;1;0;0;0;0;0;0
SERAFINA CORREA;0;0;0;0;0;0;0;0;0;0;1;0
SERIO;0;0;0;0;0;0;0;0;0;0;0;1
SERTAO;0;0;0;0;1;0;0;0;0;0;0;0
SERTAO SANTANA;0;0;0;0;0;0;0;0;0;0;1;0
SETE DE SETEMBRO;0;0;0;0;0;0;0;0;0;0;0;0
SEVERIANO DE ALMEIDA;0;0;0;0;0;0;0;0;0;0;0;0
SILVEIRA MARTINS;0;0;0;0;0;0;0;0;0;0;0;0
SINIMBU;0;0;0;0;0;0;1;0;0;0;0;0
SOBRADINHO;0;0;1;0;0;0;0;0;0;0;0;0
SOLEDADE;0;0;0;0;2;2;0;0;0;0;1;0
TABAI;0;0;0;0;0;0;0;0;0;0;0;0
TAPEJARA;0;0;0;0;0;0;0;0;1;0;1;0
TAPERA;0;0;0;0;0;0;0;1;1;0;0;0
TAPES;0;0;0;0;0;3;1;0;0;1;0;0
TAQUARA;1;0;0;0;0;1;2;0;0;0;0;0
TAQUARI;0;0;0;0;0;0;0;1;0;0;0;0
TAQUARUCU DO SUL;0;0;0;0;0;0;0;0;0;0;0;0
TAVARES;0;0;0;0;0;0;0;0;0;0;0;0
TENENTE PORTELA;0;0;1;0;1;0;0;0;0;0;0;0
TERRA DE AREIA;2;0;0;0;0;0;0;0;0;0;0;0
TEUTONIA;0;0;3;0;0;0;0;0;0;0;2;0
TIO HUGO;0;0;0;0;0;1;0;0;0;0;0;0
TIRADENTES DO SUL;0;0;0;0;0;0;0;0;0;0;0;0
TOROPI;0;0;0;0;0;0;0;0;0;0;0;0
TORRES;4;0;0;0;0;1;1;1;0;1;0;2
TRAMANDAI;5;1;1;0;0;0;3;1;0;1;0;1
TRAVESSEIRO;0;0;0;0;0;0;0;0;0;0;0;0
TRES ARROIOS;0;0;0;0;0;0;0;0;0;0;0;0
TRES CACHOEIRAS;0;0;0;0;0;0;0;0;0;0;0;0
TRES COROAS;0;0;0;0;0;0;0;0;0;0;0;1
TRES DE MAIO;3;1;0;0;0;0;0;0;0;0;0;0
TRES FORQUILHAS;0;0;0;0;0;0;0;0;0;0;0;0
TRES PALMEIRAS;0;0;0;0;0;0;0;0;0;0;0;0
TRES PASSOS;0;0;0;0;1;0;0;0;1;0;0;0
TRINDADE DO SUL;0;0;0;0;0;0;0;0;0;0;0;0
TRIUNFO;0;1;0;0;0;0;0;0;0;0;0;0
TUCUNDUVA;0;0;0;0;0;0;0;0;0;0;1;0
TUNAS;0;0;0;0;0;0;0;0;0;0;0;0
TUPANCI DO SUL;0;0;0;0;0;0;0;0;0;0;0;0
TUPANCIRETA;1;0;0;0;2;0;1;1;0;0;1;1
TUPANDI;0;0;0;0;0;0;0;1;0;0;0;0
TUPARENDI;0;0;0;0;0;0;0;0;0;0;0;0
TURUCU;0;0;0;0;0;0;0;0;0;0;1;0
UBIRETAMA;0;0;0;0;0;0;0;0;0;0;0;0
UNIAO DA SERRA;0;0;0;0;0;0;0;0;0;0;0;0
UNISTALDA;0;0;0;0;0;0;0;0;0;0;0;0
URUGUAIANA;5;3;3;1;2;2;4;2;2;11;0;6
VACARIA;1;0;0;1;0;0;1;0;1;0;2;1
VALE DO SOL;0;0;0;0;0;0;0;0;0;0;0;0
VALE REAL;0;0;1;0;0;0;0;0;0;0;1;0
VALE VERDE;0;0;0;0;0;0;0;0;0;0;0;0
VANINI;0;0;0;0;0;0;0;0;0;0;0;0
VENANCIO AIRES;1;1;1;0;1;1;2;0;2;2;0;0
VERA CRUZ;0;0;0;0;0;0;0;0;0;0;0;0
VERANOPOLIS;0;0;0;0;0;0;0;0;1;0;0;0
VESPASIANO CORREA;0;0;0;0;0;0;0;0;0;0;0;0
VIADUTOS;0;0;0;0;0;0;0;0;0;0;0;0
VIAMAO;9;1;6;11;2;5;10;6;8;7;9;5
VICENTE DUTRA;0;0;0;0;0;0;0;0;0;0;0;0
VICTOR GRAEFF;0;0;0;0;0;0;0;0;0;0;0;0
VILA FLORES;0;0;0;0;0;0;0;0;0;0;0;0
VILA LANGARO;0;0;0;0;0;0;0;0;0;0;0;0
VILA MARIA;0;0;0;0;0;0;0;0;0;0;0;0
VILA NOVA DO SUL;0;0;0;0;0;0;0;0;0;0;0;0
VISTA ALEGRE;0;0;1;0;0;0;0;1;0;0;0;0
VISTA ALEGRE DO PRATA;0;0;0;0;0;0;0;0;0;0;0;0
VISTA GAUCHA;0;0;3;0;0;0;0;0;0;0;0;0
VITORIA DAS MISSOES;0;0;0;0;0;0;0;0;0;0;0;0
WESTFALIA;0;0;0;0;0;0;0;0;0;0;0;0
XANGRI-LA;1;0;0;0;0;0;0;1;0;3;0;0
NÃO INFORMADO;0;0;0;0;0;0;0;0;0;0;0;0
